Games,Win Rate,KDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP%,DMG%,DPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB%,FB Victim,Solo Kills
40.0,0.35,3,2.5,2.7,5.7,7.8,375,0.669,0.23,438,0.38,0.17,0.18,-270,-8,-227,0.25,0.125,4
83.0,0.41,2.8,2.9,2.6,4.5,8.4,385,0.64,0.267,473,0.41,0.14,0.16,-166,2,-100,0.06,0.084,9
19.0,0.21100000000000002,2.6,2.4,2.9,5.1,8.4,373,0.63,0.247,459,0.35,0.09,0.15,-640,-7,-351,0.053,0.158,3
80.0,0.488,4.2,2.2,1.7,4.8,8.2,372,0.672,0.243,422,0.54,0.29,0.25,-82,-3,83,0.225,0.05,9
19.0,0.474,3,2.5,2.5,4.8,7.7,358,0.662,0.249,408,0.46,0.21,0.15,-375,-7,-159,0.158,0.21100000000000002,5
25.0,0.56,3.9,4.6,3.0,7.2,8.4,412,0.685,0.297,626,0.38,0.19,0.18,-23,6,122,0.24,0.12,7
53.0,0.604,7.5,3.4,1.1,5.1,8.4,390,0.655,0.263,464,0.46,0.27,0.2,166,3,176,0.226,0.019,16
17.0,0.41200000000000003,2.7,4.2,3.5,5.3,7.5,383,0.659,0.268,510,0.39,0.15,0.08,-235,-12,-117,0.11800000000000001,0.11800000000000001,8
40.0,0.425,3,3.6,2.6,4.4,8.8,406,0.691,0.272,463,0.36,0.14,0.14,-48,-3,-69,0.25,0.15,7
40.0,0.55,3.3,3.6,2.5,4.7,8.5,400,0.636,0.289,541,0.47,0.26,0.21,76,-3,-27,0.225,0.025,16
34.0,0.41200000000000003,2.3,3.0,3.1,4.2,8.0,367,0.632,0.271,475,0.41,0.18,0.22,-192,-3,17,0.08800000000000001,0.08800000000000001,6
91.0,0.5710000000000001,4.1,3.7,2.4,6.0,8.3,401,0.674,0.268,474,0.38,0.24,0.17,415,5,343,0.077,0.022000000000000002,11
108.0,0.5,3.7,3.8,2.5,5.5,8.2,401,0.7190000000000001,0.262,479,0.33,0.23,0.15,195,0,187,0.16699999999999998,0.07400000000000001,18
18.0,0.222,3.3,3.6,2.7,5.2,8.2,384,0.721,0.261,507,0.39,0.18,0.15,-244,-5,-360,0.278,0.055999999999999994,2
33.0,0.212,1.7,2.1,2.8,2.9,8.1,376,0.507,0.214,385,0.45,0.17,0.15,244,7,111,0.0,0.061,7
84.0,0.655,3,2.7,2.6,5.0,8.3,404,0.561,0.243,451,0.4,0.19,0.15,1334,13,149,0.024,0.0,1
91.0,0.5489999999999999,2.6,2.3,2.4,4.2,8.3,387,0.519,0.222,379,0.48,0.17,0.19,-23,3,68,0.17600000000000002,0.11,29
52.0,0.6920000000000001,3.4,2.6,2.6,6.3,7.0,363,0.5,0.2,421,0.62,0.21,0.31,32,-2,-112,0.096,0.135,21
57.0,0.544,3,2.1,2.1,4.1,8.0,373,0.51,0.192,334,0.48,0.17,0.21,-172,2,151,0.105,0.105,9
26.0,0.654,2.4,2.5,3.5,5.8,7.5,387,0.536,0.23,469,0.4,0.15,0.08,100,-2,-3,0.26899999999999996,0.115,10
34.0,0.41200000000000003,2.5,2.4,2.7,4.2,7.7,372,0.499,0.22399999999999998,385,0.38,0.11,0.12,25,5,259,0.08800000000000001,0.17600000000000002,11
87.0,0.598,3.3,3.2,2.3,4.5,8.6,408,0.568,0.221,415,0.44,0.15,0.14,367,6,54,0.195,0.069,30
42.0,0.262,1.8,1.8,2.8,3.5,7.7,361,0.46399999999999997,0.205,358,0.45,0.14,0.18,-174,-6,-190,0.11900000000000001,0.11900000000000001,8
12.0,0.917,6.1,1.5,1.5,7.7,6.4,333,0.605,0.139,259,0.54,0.17,0.18,-246,-14,-332,0.16699999999999998,0.16699999999999998,0
21.0,0.33299999999999996,2.2,2.0,2.8,4.1,7.6,352,0.597,0.20199999999999999,339,0.45,0.14,0.15,-135,-6,-126,0.23800000000000002,0.048,3
26.0,0.5379999999999999,2.9,2.7,2.3,4.0,8.6,396,0.575,0.23600000000000002,420,0.53,0.16,0.23,26,2,180,0.26899999999999996,0.077,14
55.0,0.491,2.9,2.2,2.2,4.1,8.2,386,0.539,0.244,419,0.49,0.16,0.18,187,7,156,0.182,0.182,8
60.0,0.7170000000000001,3.7,3.1,2.3,5.4,8.1,408,0.586,0.237,430,0.5,0.19,0.17,587,9,314,0.233,0.083,22
16.0,0.688,2.9,3.3,2.9,5.3,8.5,419,0.48,0.20600000000000002,417,0.38,0.11,0.15,-222,-2,-356,0.125,0.063,8
21.0,0.524,3.1,1.8,2.0,4.5,7.3,352,0.511,0.166,303,0.51,0.19,0.21,-75,-6,290,0.14300000000000002,0.095,9
14.0,0.429,2.3,2.2,2.9,4.3,7.8,382,0.588,0.22,398,0.47,0.13,0.17,246,3,111,0.35700000000000004,0.14300000000000002,8
44.0,0.43200000000000005,2.3,2.1,2.8,4.2,7.7,362,0.545,0.23199999999999998,421,0.48,0.1,0.18,-206,-3,-86,0.114,0.091,9
16.0,0.313,1.6,2.9,4.8,4.8,6.5,346,0.45299999999999996,0.21,443,0.4,0.12,0.12,-935,-12,-519,0.313,0.0,9
70.0,0.6709999999999999,3.6,3.1,2.3,5.0,7.7,396,0.519,0.2,373,0.43,0.17,0.15,488,2,114,0.243,0.14300000000000002,25
25.0,0.72,3.3,2.7,2.5,5.5,7.9,388,0.52,0.237,439,0.43,0.1,0.16,207,5,60,0.12,0.16,14
44.0,0.545,4.5,2.5,1.9,6.0,7.6,361,0.5820000000000001,0.198,362,0.51,0.23,0.21,-90,6,244,0.068,0.068,2
14.0,0.14300000000000002,2.1,2.1,3.1,4.3,7.2,336,0.511,0.21600000000000003,348,0.49,0.17,0.18,-407,-6,-57,0.0,0.14300000000000002,1
46.0,0.304,2.5,2.5,2.7,4.2,8.0,377,0.561,0.244,420,0.49,0.14,0.16,83,2,106,0.13,0.065,19
11.0,0.273,3,2.6,1.9,3.2,8.2,389,0.593,0.285,467,0.41,0.1,0.12,120,3,155,0.182,0.182,9
43.0,0.605,3.1,2.6,2.9,6.3,7.5,376,0.583,0.226,464,0.54,0.2,0.26,-164,-2,-9,0.209,0.09300000000000001,5
64.0,0.547,2.9,2.7,2.4,4.2,8.1,384,0.58,0.24100000000000002,440,0.56,0.16,0.24,-97,-4,-30,0.25,0.047,16
32.0,0.188,1.6,1.6,2.8,3.0,7.4,342,0.5660000000000001,0.215,319,0.59,0.17,0.25,-553,-17,-425,0.125,0.063,5
18.0,0.33299999999999996,1.6,1.7,2.9,2.9,7.5,348,0.46,0.21100000000000002,356,0.41,0.17,0.1,-519,-11,-455,0.111,0.111,2
16.0,0.43799999999999994,2.7,2.8,3.1,5.6,7.5,370,0.638,0.23399999999999999,410,0.42,0.11,0.12,68,10,112,0.063,0.063,4
75.0,0.667,3,2.9,2.4,4.4,8.3,400,0.527,0.242,435,0.33,0.12,0.1,140,6,-12,0.2,0.16,40
16.0,0.5,1.7,1.7,2.9,3.3,8.0,370,0.447,0.22399999999999998,357,0.59,0.19,0.31,-316,-4,-185,0.188,0.188,8
78.0,0.654,2.7,3.2,3.3,5.7,7.5,396,0.59,0.243,470,0.48,0.17,0.2,34,-7,61,0.244,0.141,30
44.0,0.43200000000000005,3.2,3.2,2.3,4.1,8.5,410,0.622,0.237,427,0.45,0.15,0.18,738,11,329,0.114,0.068,16
12.0,0.33299999999999996,2.3,4.0,3.4,3.9,8.0,399,0.45899999999999996,0.22399999999999998,440,0.52,0.13,0.2,-474,-7,-147,0.16699999999999998,0.0,5
28.0,0.321,1.8,1.8,2.9,3.4,7.3,357,0.47200000000000003,0.213,393,0.46,0.15,0.14,16,1,76,0.14300000000000002,0.179,8
41.0,0.46299999999999997,3.6,3.3,2.1,4.0,8.7,416,0.547,0.23600000000000002,401,0.43,0.16,0.17,240,7,260,0.268,0.122,10
16.0,0.5,2.5,3.6,3.8,5.9,7.6,392,0.526,0.223,485,0.44,0.11,0.19,-363,-4,-382,0.188,0.125,9
50.0,0.44,2.2,1.6,2.6,4.2,7.7,351,0.46399999999999997,0.196,321,0.49,0.17,0.17,-416,-7,-260,0.2,0.12,9
75.0,0.48,2.4,2.2,2.2,3.2,8.4,382,0.5720000000000001,0.237,366,0.5,0.22,0.22,-209,-6,-97,0.107,0.133,20
25.0,0.52,3.1,3.3,2.8,5.5,7.4,382,0.5920000000000001,0.25,493,0.33,0.13,0.09,-117,-6,22,0.16,0.12,9
82.0,0.61,2.7,2.6,2.5,4.3,8.5,413,0.46,0.21,440,0.42,0.13,0.13,170,7,306,0.085,0.098,31
38.0,0.474,2.7,3.2,3.0,4.9,7.7,379,0.513,0.23600000000000002,458,0.5,0.15,0.19,-144,-5,34,0.079,0.079,14
46.0,0.5870000000000001,3.1,2.3,2.2,4.5,7.9,388,0.5429999999999999,0.222,411,0.57,0.12,0.27,498,7,243,0.304,0.0,20
17.0,0.353,2.3,3.8,3.5,4.2,8.2,399,0.5660000000000001,0.24600000000000002,510,0.46,0.16,0.13,276,7,299,0.059000000000000004,0.235,19
39.0,0.41,2,2.1,2.3,2.6,7.9,374,0.502,0.21100000000000002,355,0.47,0.18,0.2,-192,-4,-19,0.154,0.154,7
21.0,0.33299999999999996,1.6,1.4,3.0,3.5,7.0,336,0.462,0.19,307,0.42,0.14,0.15,-563,-12,-222,0.048,0.23800000000000002,2
23.0,0.609,2.6,2.7,2.3,3.1,9.3,420,0.552,0.254,416,0.49,0.2,0.16,276,4,96,0.304,0.304,7
32.0,0.5,3.1,3.2,2.5,4.5,7.5,381,0.563,0.23399999999999999,421,0.51,0.18,0.21,298,4,136,0.125,0.188,15
13.0,0.385,3.1,3.1,2.5,4.7,7.6,383,0.584,0.248,466,0.45,0.14,0.14,-55,-0,-117,0.077,0.0,5
29.0,0.655,3.6,4.3,2.7,5.4,8.2,419,0.544,0.252,487,0.47,0.13,0.2,791,17,522,0.276,0.069,22
45.0,0.37799999999999995,1.9,1.7,2.7,3.6,7.8,359,0.473,0.213,366,0.51,0.15,0.2,-298,-9,-72,0.17800000000000002,0.08900000000000001,10
13.0,0.5379999999999999,3.5,3.3,2.7,6.0,7.7,389,0.5539999999999999,0.187,427,0.37,0.13,0.06,880,12,401,0.0,0.0,0
29.0,0.414,3.8,2.1,1.9,5.2,7.3,345,0.564,0.201,373,0.53,0.17,0.24,-307,-6,-295,0.138,0.10300000000000001,3
59.0,0.8140000000000001,4.6,3.5,1.8,4.9,7.8,400,0.616,0.258,485,0.47,0.17,0.18,198,3,292,0.203,0.085,30
35.0,0.257,2.3,1.9,2.6,4.1,7.8,361,0.589,0.22399999999999998,335,0.49,0.18,0.2,-7,-5,-19,0.22899999999999998,0.114,8
45.0,0.467,2.4,2.2,2.7,4.2,7.6,369,0.518,0.21600000000000003,420,0.48,0.19,0.18,-273,-4,-216,0.156,0.067,7
35.0,0.371,1.9,2.1,3.7,4.9,7.2,353,0.537,0.23399999999999999,436,0.52,0.18,0.22,22,-2,-160,0.114,0.114,7
47.0,0.6809999999999999,3.8,3.3,2.3,5.4,7.8,391,0.607,0.23800000000000002,443,0.47,0.15,0.17,-340,-11,-178,0.17,0.23399999999999999,20
45.0,0.467,1.8,2.3,3.1,3.4,8.2,386,0.519,0.23199999999999998,393,0.42,0.15,0.12,-75,5,0,0.111,0.17800000000000002,15
15.0,0.467,3.1,2.4,2.1,4.1,8.6,394,0.588,0.24600000000000002,403,0.45,0.19,0.14,-7,6,-82,0.133,0.2,0
29.0,0.414,3.2,3.2,2.6,5.1,7.3,369,0.5920000000000001,0.235,416,0.47,0.12,0.16,-241,-9,-221,0.207,0.345,5
22.0,0.318,1.8,2.2,2.9,3.0,8.1,385,0.55,0.261,446,0.45,0.13,0.11,384,8,159,0.136,0.091,11
21.0,0.33299999999999996,2.1,2.0,3.0,4.1,6.9,333,0.455,0.20199999999999999,360,0.41,0.14,0.11,-707,-14,-328,0.048,0.14300000000000002,5
14.0,0.28600000000000003,2.3,2.6,2.4,3.0,7.4,355,0.42200000000000004,0.22699999999999998,368,0.45,0.16,0.11,-79,1,44,0.28600000000000003,0.14300000000000002,4
32.0,0.375,2.2,2.3,3.4,5.0,7.2,355,0.5579999999999999,0.198,377,0.49,0.11,0.17,-1,-6,-85,0.21899999999999997,0.063,13
40.0,0.825,4.9,2.4,1.5,4.9,8.2,408,0.444,0.231,472,0.36,0.1,0.1,717,13,573,0.25,0.1,7
28.0,0.321,2,2.4,3.6,4.9,6.8,346,0.535,0.225,428,0.43,0.16,0.12,-17,-3,-90,0.107,0.107,6
23.0,0.7829999999999999,3.7,3.3,2.4,5.7,7.8,388,0.596,0.222,387,0.42,0.12,0.14,-75,-6,-21,0.348,0.174,13
19.0,0.579,4.3,3.1,2.1,5.7,7.4,385,0.45899999999999996,0.21100000000000002,436,0.42,0.13,0.14,271,2,433,0.263,0.105,15
19.0,0.474,1.8,2.2,3.4,3.9,7.4,365,0.488,0.226,412,0.43,0.07,0.2,-22,2,-258,0.105,0.158,5
110.0,0.773,5,2.8,1.8,6.1,7.5,389,0.5529999999999999,0.223,412,0.46,0.16,0.15,-148,-15,-82,0.08199999999999999,0.027000000000000003,7
34.0,0.5,2.2,2.1,2.5,3.4,7.4,355,0.527,0.19699999999999998,329,0.46,0.16,0.2,11,2,64,0.147,0.028999999999999998,14
25.0,0.68,2.8,4.2,3.0,4.2,8.4,431,0.536,0.314,595,0.39,0.15,0.09,721,17,296,0.28,0.16,21
11.0,0.364,1.8,1.8,3.2,3.9,6.9,336,0.532,0.184,318,0.42,0.08,0.2,-426,-11,-242,0.273,0.091,4
22.0,0.273,1.4,1.2,2.6,2.5,7.6,348,0.42700000000000005,0.188,276,0.45,0.15,0.16,-455,-13,-340,0.045,0.091,5
89.0,0.483,3.3,3.0,2.2,4.1,8.6,395,0.575,0.215,369,0.56,0.22,0.24,44,3,101,0.135,0.10099999999999999,14
58.0,0.534,2.7,2.0,2.5,4.7,7.3,357,0.49700000000000005,0.18100000000000002,313,0.48,0.15,0.21,-570,-14,-100,0.24100000000000002,0.034,6
44.0,0.455,1.8,3.2,3.6,3.1,8.4,392,0.489,0.249,429,0.53,0.21,0.23,-44,-1,-122,0.114,0.182,28
43.0,0.442,3.1,2.2,2.1,4.2,8.6,393,0.586,0.22899999999999998,420,0.51,0.22,0.18,236,12,308,0.07,0.11599999999999999,5
33.0,0.727,4.4,4.1,2.3,6.2,8.1,419,0.602,0.266,547,0.49,0.14,0.16,336,5,121,0.121,0.152,17
22.0,0.5,2.9,2.2,2.7,5.7,7.0,350,0.588,0.196,395,0.41,0.11,0.13,-371,-13,-343,0.045,0.182,3
25.0,0.4,1.6,2.5,3.4,2.9,8.9,393,0.499,0.248,421,0.5,0.15,0.22,-179,9,-5,0.16,0.24,7
34.0,0.529,2.7,2.1,2.7,5.1,7.2,348,0.546,0.18100000000000002,327,0.49,0.13,0.16,-413,-11,-332,0.08800000000000001,0.11800000000000001,7
77.0,0.46799999999999997,2.6,2.6,2.9,4.8,8.2,392,0.623,0.28600000000000003,514,0.34,0.23,0.16,278,5,89,0.28600000000000003,0.13,18
84.0,0.667,3.4,2.7,2.3,5.2,7.8,387,0.575,0.249,458,0.46,0.15,0.17,-11,-6,-71,0.179,0.107,16
31.0,0.581,2.8,3.1,3.3,5.8,8.5,403,0.56,0.245,513,0.43,0.22,0.12,449,14,265,0.226,0.065,9
46.0,0.5,2.7,2.7,2.6,4.1,7.8,372,0.547,0.255,447,0.51,0.18,0.21,-11,-1,-45,0.174,0.087,25
17.0,0.294,2.4,2.2,2.4,3.6,8.1,376,0.551,0.217,386,0.4,0.22,0.15,-419,-11,-204,0.17600000000000002,0.0,4
12.0,0.833,4.7,4.3,2.5,7.4,7.5,404,0.5670000000000001,0.20199999999999999,450,0.48,0.15,0.19,-507,-6,-209,0.083,0.25,1
18.0,0.278,2.2,2.5,2.8,3.8,7.8,369,0.465,0.217,381,0.47,0.13,0.19,-410,-7,-297,0.222,0.055999999999999994,8
68.0,0.368,2.6,2.2,2.7,4.9,7.7,357,0.551,0.204,362,0.53,0.16,0.21,-210,-4,-239,0.11800000000000001,0.191,11
28.0,0.14300000000000002,1.4,1.8,3.6,3.4,7.0,330,0.521,0.215,336,0.48,0.17,0.2,-704,-12,-351,0.107,0.214,13
38.0,0.42100000000000004,2.5,2.2,2.6,4.5,7.4,364,0.54,0.19399999999999998,362,0.41,0.1,0.1,-181,-4,-117,0.237,0.079,7
27.0,0.63,2.5,2.8,3.0,4.6,7.7,379,0.542,0.213,399,0.38,0.18,0.12,-439,-2,-203,0.14800000000000002,0.222,12
141.0,0.674,3.5,2.9,2.1,4.5,8.5,406,0.584,0.251,445,0.57,0.2,0.26,118,1,82,0.298,0.128,44
14.0,0.214,1.3,1.9,3.7,3.1,6.8,334,0.39799999999999996,0.231,387,0.41,0.1,0.11,-540,-7,-231,0.14300000000000002,0.214,5
35.0,0.371,2.1,2.8,3.1,3.9,8.2,392,0.49700000000000005,0.21100000000000002,392,0.52,0.17,0.24,-46,0,8,0.2,0.14300000000000002,12
98.0,0.429,2.6,2.5,2.5,3.9,8.6,392,0.5920000000000001,0.25,410,0.52,0.24,0.21,269,8,184,0.204,0.11199999999999999,31
32.0,0.563,2.8,3.7,3.4,6.0,7.6,390,0.5870000000000001,0.209,397,0.47,0.16,0.18,-108,-10,-150,0.125,0.188,12
75.0,0.627,4.3,2.7,1.7,4.5,7.9,381,0.502,0.183,342,0.41,0.14,0.13,121,2,192,0.107,0.067,20
40.0,0.675,4.1,2.9,2.2,6.2,7.8,390,0.534,0.2,425,0.5,0.13,0.22,134,0,69,0.25,0.075,14
40.0,0.45,2.6,3.3,3.0,4.4,8.9,413,0.5710000000000001,0.235,411,0.44,0.22,0.15,569,13,546,0.2,0.225,28
49.0,0.6729999999999999,3.7,2.6,1.9,4.5,8.3,387,0.48700000000000004,0.187,324,0.45,0.18,0.14,-46,2,58,0.0,0.02,2
59.0,0.322,2,2.3,2.8,3.4,8.0,370,0.5660000000000001,0.244,404,0.45,0.14,0.15,-8,0,-64,0.136,0.136,10
48.0,0.396,2.4,2.3,2.4,3.6,7.9,371,0.591,0.228,365,0.43,0.17,0.14,-141,-8,-325,0.188,0.125,9
57.0,0.579,3.1,2.8,2.4,4.6,8.2,392,0.564,0.22,428,0.51,0.16,0.21,-37,2,-3,0.12300000000000001,0.07,21
73.0,0.205,1.6,1.5,2.5,2.7,8.0,355,0.537,0.237,345,0.52,0.14,0.22,-249,-7,-243,0.12300000000000001,0.151,10
53.0,0.434,4,2.4,1.8,4.8,8.1,377,0.5670000000000001,0.214,390,0.48,0.14,0.15,-232,-4,-70,0.18899999999999997,0.075,3
30.0,0.4,2.1,2.5,2.8,3.4,7.9,366,0.46299999999999997,0.19399999999999998,316,0.47,0.13,0.17,-161,-4,-246,0.16699999999999998,0.033,8
48.0,0.479,1.9,2.2,3.4,4.3,7.3,361,0.478,0.20600000000000002,370,0.45,0.14,0.19,-253,1,-112,0.10400000000000001,0.083,20
24.0,0.542,2.7,3.0,3.4,6.0,7.2,368,0.57,0.22,430,0.39,0.12,0.09,-237,-10,5,0.125,0.083,7
15.0,0.33299999999999996,1.8,2.6,3.3,3.2,8.5,384,0.439,0.24,402,0.47,0.14,0.14,-307,3,-104,0.067,0.067,6
13.0,0.462,2.2,1.4,2.5,4.1,7.9,367,0.473,0.212,316,0.49,0.14,0.18,-494,-9,-68,0.077,0.231,1
55.0,0.7090000000000001,4.3,3.7,2.1,5.2,7.6,398,0.522,0.221,443,0.39,0.14,0.11,496,7,353,0.23600000000000002,0.091,26
44.0,0.545,3.3,3.1,2.5,5.0,7.8,391,0.505,0.25,488,0.42,0.11,0.14,-3,-0,-154,0.114,0.114,21
14.0,0.5,1.7,2.6,3.9,4.2,7.8,374,0.688,0.252,432,0.39,0.26,0.21,307,10,-24,0.0,0.0,0
14.0,0.14300000000000002,1.5,1.4,2.6,2.6,6.7,315,0.485,0.198,310,0.41,0.12,0.18,-680,-17,-396,0.14300000000000002,0.0,0
34.0,0.382,2,2.1,3.2,4.2,7.2,362,0.496,0.20800000000000002,386,0.39,0.15,0.11,-204,-7,-315,0.059000000000000004,0.08800000000000001,9
38.0,0.605,4.4,2.3,1.6,4.7,7.6,363,0.57,0.191,337,0.42,0.13,0.12,51,0,98,0.237,0.079,9
21.0,0.19,2.3,1.9,2.1,3.0,7.6,351,0.611,0.239,330,0.43,0.15,0.15,-395,-13,-118,0.33299999999999996,0.095,1
20.0,0.25,2.4,1.5,3.1,6.0,6.9,336,0.475,0.18100000000000002,329,0.36,0.15,0.05,-572,-13,-222,0.1,0.1,1
14.0,0.28600000000000003,1.5,2.4,3.6,2.8,8.2,380,0.604,0.247,355,0.53,0.13,0.23,-228,-0,-388,0.071,0.0,4
40.0,0.35,2.1,2.3,2.5,3.1,8.3,377,0.504,0.22,382,0.49,0.15,0.17,-299,-4,-183,0.175,0.2,7
39.0,0.667,4.8,3.1,1.8,5.3,7.9,386,0.578,0.20800000000000002,415,0.45,0.15,0.15,-276,-1,-35,0.179,0.051,18
112.0,0.616,2.8,3.3,2.9,4.8,9.3,437,0.617,0.297,538,0.48,0.25,0.15,257,7,29,0.134,0.27699999999999997,44
43.0,0.465,2.9,2.3,2.5,5.0,7.6,366,0.5770000000000001,0.214,387,0.47,0.12,0.16,-274,-6,-225,0.07,0.163,5
51.0,0.51,2.5,2.3,2.8,4.9,7.7,372,0.531,0.24100000000000002,428,0.45,0.17,0.17,-88,-3,-176,0.13699999999999998,0.17600000000000002,10
16.0,0.563,2.3,2.9,3.9,6.3,7.3,376,0.536,0.18600000000000003,414,0.52,0.13,0.21,-179,-2,-50,0.313,0.125,6
50.0,0.58,3.9,3.2,2.1,5.1,8.0,390,0.54,0.226,435,0.41,0.18,0.17,97,2,230,0.04,0.08,12
16.0,0.43799999999999994,2.4,1.6,2.8,5.3,7.5,357,0.544,0.19,352,0.41,0.18,0.11,-137,2,58,0.43799999999999994,0.125,1
42.0,0.405,2.3,2.7,2.9,4.0,8.1,385,0.605,0.22899999999999998,388,0.47,0.18,0.15,-58,-0,-134,0.19,0.14300000000000002,14
42.0,0.14300000000000002,1,1.8,4.0,2.3,7.4,345,0.46,0.23399999999999999,348,0.58,0.19,0.26,-678,-11,-397,0.11900000000000001,0.214,9
54.0,0.667,3.4,3.4,2.4,4.6,8.5,414,0.609,0.26899999999999996,510,0.45,0.17,0.12,649,10,369,0.278,0.07400000000000001,18
51.0,0.51,3.4,2.3,2.1,5.0,8.0,386,0.581,0.254,445,0.47,0.14,0.14,82,-1,-38,0.235,0.17600000000000002,11
75.0,0.45299999999999996,2.3,1.9,2.8,4.6,7.6,360,0.5579999999999999,0.228,371,0.49,0.17,0.18,-289,-6,-100,0.107,0.133,17
15.0,0.067,0.7,2.0,5.8,2.2,6.9,332,0.425,0.22,362,0.43,0.09,0.17,-1585,-14,-1122,0.0,0.2,3
14.0,0.14300000000000002,1.3,2.1,4.4,3.7,7.3,341,0.517,0.23399999999999999,370,0.37,0.1,0.07,-552,-13,-515,0.214,0.14300000000000002,3
30.0,0.3,2.8,2.1,2.3,4.5,7.8,366,0.613,0.222,349,0.43,0.14,0.12,-98,-1,-16,0.3,0.067,6
38.0,0.711,3.1,4.2,2.9,5.0,7.5,407,0.583,0.285,578,0.4,0.16,0.11,487,10,283,0.184,0.237,29
51.0,0.51,2.5,2.8,3.1,5.0,8.1,384,0.547,0.237,459,0.47,0.1,0.15,234,8,190,0.275,0.13699999999999998,17
47.0,0.489,3,3.1,2.6,4.7,7.9,390,0.609,0.249,432,0.44,0.18,0.15,291,6,243,0.128,0.128,17
109.0,0.5870000000000001,3.1,2.7,2.4,4.7,8.3,392,0.596,0.212,369,0.54,0.21,0.22,-275,-8,-133,0.275,0.128,28
21.0,0.524,3,2.8,2.4,4.5,7.6,385,0.544,0.225,420,0.39,0.11,0.09,74,1,-206,0.14300000000000002,0.19,5
21.0,0.47600000000000003,1.5,1.7,3.0,2.7,8.2,366,0.446,0.267,453,0.48,0.19,0.17,-486,-10,-347,0.095,0.19,4
41.0,0.61,4,2.4,1.9,5.0,7.5,369,0.5710000000000001,0.201,363,0.53,0.19,0.2,-97,-5,-63,0.195,0.195,7
78.0,0.654,3.2,2.6,2.2,4.6,8.5,406,0.574,0.237,445,0.44,0.14,0.15,396,7,243,0.205,0.10300000000000001,26
22.0,0.409,3.7,2.4,1.6,3.5,8.9,397,0.585,0.20199999999999999,327,0.56,0.3,0.22,-171,-3,31,0.22699999999999998,0.182,3
63.0,0.762,3.2,2.8,2.5,5.2,7.9,393,0.5589999999999999,0.22899999999999998,426,0.47,0.15,0.15,125,2,-54,0.254,0.175,26
34.0,0.647,3.7,2.2,2.0,5.4,7.2,355,0.598,0.182,317,0.48,0.12,0.17,-306,-7,-44,0.147,0.20600000000000002,6
36.0,0.722,4.4,2.9,1.8,4.8,8.7,421,0.474,0.225,428,0.45,0.15,0.13,891,18,543,0.222,0.139,25
36.0,0.25,1.8,2.3,3.5,4.1,7.1,353,0.56,0.21100000000000002,382,0.39,0.15,0.14,-445,-9,-291,0.083,0.25,9
68.0,0.691,3.1,3.4,2.7,5.0,8.4,417,0.56,0.261,505,0.51,0.17,0.19,449,9,263,0.20600000000000002,0.235,42
16.0,0.125,1.2,2.4,4.6,3.0,7.0,333,0.418,0.209,351,0.35,0.09,0.13,-648,-10,-553,0.188,0.188,4
36.0,0.528,3.5,2.8,2.0,4.4,8.4,400,0.5379999999999999,0.244,476,0.53,0.17,0.2,474,10,193,0.16699999999999998,0.083,10
23.0,0.435,2.3,2.6,2.3,2.6,7.8,380,0.502,0.203,355,0.4,0.13,0.18,37,-3,-186,0.13,0.043,3
17.0,0.235,1.7,3.1,4.2,3.8,6.7,350,0.445,0.204,403,0.46,0.12,0.21,-402,-17,39,0.17600000000000002,0.11800000000000001,10
27.0,0.667,3.3,2.4,2.4,5.3,7.9,388,0.53,0.22899999999999998,455,0.52,0.19,0.19,279,1,-72,0.037000000000000005,0.14800000000000002,5
18.0,0.833,3.8,5.3,2.9,5.7,8.2,474,0.628,0.292,621,0.34,0.14,0.06,1680,15,748,0.222,0.16699999999999998,22
46.0,0.522,4.2,2.3,1.8,5.6,7.1,363,0.512,0.212,387,0.44,0.11,0.16,94,-7,-101,0.217,0.0,10
28.0,0.679,3.4,2.4,2.3,5.4,7.0,360,0.483,0.182,341,0.58,0.21,0.29,104,2,64,0.14300000000000002,0.0,7
28.0,0.46399999999999997,2.2,3.7,3.1,3.0,9.0,423,0.425,0.23199999999999998,468,0.31,0.1,0.05,-77,2,-88,0.214,0.179,29
29.0,0.379,2.8,1.9,2.3,4.4,7.7,359,0.5479999999999999,0.2,360,0.54,0.11,0.24,-351,-7,-327,0.10300000000000001,0.138,5
16.0,0.375,1.7,2.5,3.7,3.9,7.5,353,0.564,0.19899999999999998,356,0.34,0.08,0.13,-678,-12,-291,0.188,0.313,5
33.0,0.6970000000000001,3,4.0,3.0,5.0,8.4,418,0.511,0.25,508,0.5,0.13,0.18,345,8,255,0.182,0.121,17
57.0,0.316,2.2,2.3,2.6,3.4,8.4,377,0.55,0.245,389,0.48,0.16,0.17,-210,-5,-232,0.14,0.175,13
17.0,0.41200000000000003,2.7,2.5,2.3,3.8,8.2,398,0.58,0.256,413,0.37,0.16,0.11,701,9,437,0.11800000000000001,0.11800000000000001,2
44.0,0.47700000000000004,3.1,2.3,1.9,3.7,8.1,379,0.56,0.209,327,0.4,0.22,0.17,352,5,151,0.205,0.045,8
35.0,0.257,1.6,3.0,4.2,3.9,6.7,344,0.469,0.228,401,0.44,0.08,0.14,-443,-7,-218,0.171,0.14300000000000002,13
